service,route_id,trip_id,trip_date,stop_id,stop_name,sched_dep,pred_dep,sched_arr,pred_arr,collected_at
amtrak,NER,109,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T13:19:00Z,2026-02-27T13:17:00Z,2026-02-27T13:17:00Z,2026-02-27T13:17:00Z,2026-02-27T10:07:47Z
amtrak,NER,109,2026-02-27,WAS,Washington Union Station,2026-02-27T14:01:00Z,2026-02-27T14:01:00Z,2026-02-27T14:01:00Z,2026-02-27T14:01:00Z,2026-02-27T10:07:47Z
amtrak,NER,151,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T11:10:00Z,2026-02-27T11:08:00Z,2026-02-27T11:08:00Z,2026-02-27T11:08:00Z,2026-02-27T10:07:47Z
amtrak,NER,151,2026-02-27,WAS,Washington Union Station,2026-02-27T12:30:00Z,2026-02-27T11:58:00Z,2026-02-27T11:58:00Z,2026-02-27T11:58:00Z,2026-02-27T10:07:47Z
amtrak,NER,160,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T11:08:00Z,2026-02-27T11:06:00Z,2026-02-27T11:06:00Z,2026-02-27T11:06:00Z,2026-02-27T10:07:47Z
amtrak,NER,160,2026-02-27,WAS,Washington Union Station,2026-02-27T10:25:00Z,2026-02-27T10:25:00Z,2026-02-27T10:25:00Z,2026-02-27T10:25:00Z,2026-02-27T10:07:47Z
amtrak,NER,164,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T15:01:00Z,2026-02-27T14:59:00Z,2026-02-27T14:59:00Z,2026-02-27T14:59:00Z,2026-02-27T10:07:47Z
amtrak,NER,164,2026-02-27,WAS,Washington Union Station,2026-02-27T14:20:00Z,2026-02-27T13:18:00Z,2026-02-27T13:18:00Z,2026-02-27T13:18:00Z,2026-02-27T10:07:47Z
marc,11705,Train403,2026-02-27,11980,PENN STATION MARC sb,2026-02-27T09:50:04Z,2026-02-27T09:50:08Z,NA,NA,2026-02-27T10:10:48Z
marc,11705,Train403,2026-02-27,11958,UNION STATION MARC Washington,NA,NA,2026-02-27T10:54:46Z,2026-02-27T10:56:32Z,2026-02-27T10:10:48Z
marc,11705,Train401,2026-02-27,11980,PENN STATION MARC sb,2026-02-27T09:30:00Z,2026-02-27T09:30:00Z,NA,NA,2026-02-27T10:10:48Z
marc,11705,Train401,2026-02-27,11958,UNION STATION MARC Washington,NA,NA,2026-02-27T10:33:31Z,2026-02-27T10:37:02Z,2026-02-27T10:10:48Z
marc,11705,Train505,2026-02-27,11980,PENN STATION MARC sb,2026-02-27T10:14:02Z,2026-02-27T10:18:04Z,2026-02-27T10:13:32Z,2026-02-27T10:17:34Z,2026-02-27T10:10:48Z
marc,11705,Train505,2026-02-27,11958,UNION STATION MARC Washington,NA,NA,2026-02-27T11:14:02Z,2026-02-27T11:18:04Z,2026-02-27T10:10:48Z
amtrak,NER,66,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T03:51:00Z,2026-02-27T03:51:00Z,2026-02-27T03:49:00Z,2026-02-27T03:49:00Z,2026-02-27T10:10:48Z
amtrak,NER,66,2026-02-27,WAS,Washington Union Station,2026-02-27T03:00:00Z,2026-02-27T03:03:00Z,2026-02-27T02:28:00Z,2026-02-27T02:31:00Z,2026-02-27T10:10:48Z
amtrak,NER,67,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T11:04:00Z,2026-02-27T10:58:00Z,2026-02-27T11:02:00Z,2026-02-27T10:58:00Z,2026-02-27T10:10:48Z
amtrak,NER,67,2026-02-27,WAS,Washington Union Station,2026-02-27T12:20:00Z,2026-02-27T11:54:00Z,2026-02-27T11:54:00Z,2026-02-27T11:54:00Z,2026-02-27T10:10:48Z
amtrak,NER,109,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T13:19:00Z,2026-02-27T13:17:00Z,2026-02-27T13:17:00Z,2026-02-27T13:17:00Z,2026-02-27T10:10:48Z
amtrak,NER,109,2026-02-27,WAS,Washington Union Station,2026-02-27T14:01:00Z,2026-02-27T14:01:00Z,2026-02-27T14:01:00Z,2026-02-27T14:01:00Z,2026-02-27T10:10:48Z
amtrak,NER,151,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T11:10:00Z,2026-02-27T11:08:00Z,2026-02-27T11:08:00Z,2026-02-27T11:08:00Z,2026-02-27T10:10:48Z
amtrak,NER,151,2026-02-27,WAS,Washington Union Station,2026-02-27T12:30:00Z,2026-02-27T11:58:00Z,2026-02-27T11:58:00Z,2026-02-27T11:58:00Z,2026-02-27T10:10:48Z
amtrak,NER,160,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T11:08:00Z,2026-02-27T11:06:00Z,2026-02-27T11:06:00Z,2026-02-27T11:06:00Z,2026-02-27T10:10:48Z
amtrak,NER,160,2026-02-27,WAS,Washington Union Station,2026-02-27T10:25:00Z,2026-02-27T10:25:00Z,2026-02-27T10:25:00Z,2026-02-27T10:25:00Z,2026-02-27T10:10:48Z
amtrak,NER,164,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T15:01:00Z,2026-02-27T14:59:00Z,2026-02-27T14:59:00Z,2026-02-27T14:59:00Z,2026-02-27T10:10:48Z
amtrak,NER,164,2026-02-27,WAS,Washington Union Station,2026-02-27T14:20:00Z,2026-02-27T13:18:00Z,2026-02-27T13:18:00Z,2026-02-27T13:18:00Z,2026-02-27T10:10:48Z
marc,11705,Train400,2026-02-27,11958,UNION STATION MARC Washington,2026-02-27T10:40:00Z,2026-02-27T10:40:00Z,NA,NA,2026-02-27T10:55:28Z
marc,11705,Train400,2026-02-27,12002,PENN STATION MARC nb,NA,NA,2026-02-27T11:43:00Z,2026-02-27T11:43:00Z,2026-02-27T10:55:28Z
marc,11705,Train407,2026-02-27,11980,PENN STATION MARC sb,2026-02-27T10:40:00Z,2026-02-27T10:40:00Z,NA,NA,2026-02-27T10:55:28Z
marc,11705,Train407,2026-02-27,11958,UNION STATION MARC Washington,NA,NA,2026-02-27T11:41:40Z,2026-02-27T11:42:20Z,2026-02-27T10:55:28Z
marc,11705,Train505,2026-02-27,11980,PENN STATION MARC sb,2026-02-27T10:14:59Z,2026-02-27T10:19:58Z,2026-02-27T10:14:35Z,2026-02-27T10:19:40Z,2026-02-27T10:55:28Z
marc,11705,Train505,2026-02-27,11958,UNION STATION MARC Washington,NA,NA,2026-02-27T11:16:22Z,2026-02-27T11:22:44Z,2026-02-27T10:55:28Z
marc,11705,Train511,2026-02-27,11980,PENN STATION MARC sb,2026-02-27T11:14:51Z,2026-02-27T11:16:42Z,2026-02-27T11:10:56Z,2026-02-27T11:12:47Z,2026-02-27T10:55:28Z
marc,11705,Train511,2026-02-27,11958,UNION STATION MARC Washington,NA,NA,2026-02-27T12:09:51Z,2026-02-27T12:11:42Z,2026-02-27T10:55:28Z
amtrak,NER,66,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T03:51:00Z,2026-02-27T03:51:00Z,2026-02-27T03:49:00Z,2026-02-27T03:49:00Z,2026-02-27T10:55:28Z
amtrak,NER,66,2026-02-27,WAS,Washington Union Station,2026-02-27T03:00:00Z,2026-02-27T03:03:00Z,2026-02-27T02:28:00Z,2026-02-27T02:31:00Z,2026-02-27T10:55:28Z
amtrak,NER,67,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T11:04:00Z,2026-02-27T11:14:00Z,2026-02-27T11:02:00Z,2026-02-27T11:14:00Z,2026-02-27T10:55:28Z
amtrak,NER,67,2026-02-27,WAS,Washington Union Station,2026-02-27T12:20:00Z,2026-02-27T11:54:00Z,2026-02-27T11:54:00Z,2026-02-27T11:54:00Z,2026-02-27T10:55:28Z
amtrak,NER,109,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T13:19:00Z,2026-02-27T13:21:00Z,2026-02-27T13:17:00Z,2026-02-27T13:21:00Z,2026-02-27T10:55:28Z
amtrak,NER,109,2026-02-27,WAS,Washington Union Station,2026-02-27T14:01:00Z,2026-02-27T14:05:00Z,2026-02-27T14:01:00Z,2026-02-27T14:05:00Z,2026-02-27T10:55:28Z
amtrak,NER,143,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T17:42:00Z,2026-02-27T17:40:00Z,2026-02-27T17:40:00Z,2026-02-27T17:40:00Z,2026-02-27T10:55:28Z
amtrak,NER,143,2026-02-27,WAS,Washington Union Station,2026-02-27T18:18:00Z,2026-02-27T18:17:00Z,2026-02-27T18:18:00Z,2026-02-27T18:17:00Z,2026-02-27T10:55:28Z
amtrak,NER,151,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T11:10:00Z,2026-02-27T11:14:00Z,2026-02-27T11:08:00Z,2026-02-27T11:14:00Z,2026-02-27T10:55:28Z
amtrak,NER,151,2026-02-27,WAS,Washington Union Station,2026-02-27T12:30:00Z,2026-02-27T11:50:00Z,2026-02-27T11:58:00Z,2026-02-27T11:50:00Z,2026-02-27T10:55:28Z
amtrak,NER,160,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T11:08:00Z,2026-02-27T11:06:00Z,2026-02-27T11:06:00Z,2026-02-27T11:06:00Z,2026-02-27T10:55:28Z
amtrak,NER,160,2026-02-27,WAS,Washington Union Station,2026-02-27T10:25:00Z,2026-02-27T10:27:00Z,2026-02-27T10:25:00Z,2026-02-27T10:27:00Z,2026-02-27T10:55:28Z
amtrak,NER,162,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T12:03:00Z,2026-02-27T12:01:00Z,2026-02-27T12:01:00Z,2026-02-27T12:01:00Z,2026-02-27T10:55:28Z
amtrak,NER,162,2026-02-27,WAS,Washington Union Station,2026-02-27T11:20:00Z,2026-02-27T11:20:00Z,2026-02-27T11:20:00Z,2026-02-27T11:20:00Z,2026-02-27T10:55:28Z
amtrak,NER,164,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T15:01:00Z,2026-02-27T14:59:00Z,2026-02-27T14:59:00Z,2026-02-27T14:59:00Z,2026-02-27T10:55:28Z
amtrak,NER,164,2026-02-27,WAS,Washington Union Station,2026-02-27T14:20:00Z,2026-02-27T13:18:00Z,2026-02-27T13:18:00Z,2026-02-27T13:18:00Z,2026-02-27T10:55:28Z
marc,11705,Train400,2026-02-27,11958,UNION STATION MARC Washington,2026-02-27T10:40:00Z,2026-02-27T10:40:00Z,NA,NA,2026-02-27T10:58:29Z
marc,11705,Train400,2026-02-27,12002,PENN STATION MARC nb,NA,NA,2026-02-27T11:44:48Z,2026-02-27T11:46:36Z,2026-02-27T10:58:29Z
marc,11705,Train407,2026-02-27,11980,PENN STATION MARC sb,2026-02-27T10:40:00Z,2026-02-27T10:40:00Z,NA,NA,2026-02-27T10:58:29Z
marc,11705,Train407,2026-02-27,11958,UNION STATION MARC Washington,NA,NA,2026-02-27T11:43:03Z,2026-02-27T11:45:06Z,2026-02-27T10:58:29Z
marc,11705,Train505,2026-02-27,11980,PENN STATION MARC sb,2026-02-27T10:14:59Z,2026-02-27T10:19:58Z,2026-02-27T10:14:35Z,2026-02-27T10:19:40Z,2026-02-27T10:58:29Z
marc,11705,Train505,2026-02-27,11958,UNION STATION MARC Washington,NA,NA,2026-02-27T11:15:58Z,2026-02-27T11:21:56Z,2026-02-27T10:58:29Z
marc,11705,Train511,2026-02-27,11980,PENN STATION MARC sb,2026-02-27T11:13:00Z,2026-02-27T11:13:00Z,2026-02-27T11:08:56Z,2026-02-27T11:08:47Z,2026-02-27T10:58:29Z
marc,11705,Train511,2026-02-27,11958,UNION STATION MARC Washington,NA,NA,2026-02-27T12:08:00Z,2026-02-27T12:08:00Z,2026-02-27T10:58:29Z
amtrak,NER,66,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T03:51:00Z,2026-02-27T03:51:00Z,2026-02-27T03:49:00Z,2026-02-27T03:49:00Z,2026-02-27T10:58:29Z
amtrak,NER,66,2026-02-27,WAS,Washington Union Station,2026-02-27T03:00:00Z,2026-02-27T03:03:00Z,2026-02-27T02:28:00Z,2026-02-27T02:31:00Z,2026-02-27T10:58:29Z
amtrak,NER,67,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T11:04:00Z,2026-02-27T11:14:00Z,2026-02-27T11:02:00Z,2026-02-27T11:14:00Z,2026-02-27T10:58:29Z
amtrak,NER,67,2026-02-27,WAS,Washington Union Station,2026-02-27T12:20:00Z,2026-02-27T11:57:00Z,2026-02-27T11:54:00Z,2026-02-27T11:57:00Z,2026-02-27T10:58:29Z
amtrak,NER,109,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T13:19:00Z,2026-02-27T13:20:00Z,2026-02-27T13:17:00Z,2026-02-27T13:20:00Z,2026-02-27T10:58:29Z
amtrak,NER,109,2026-02-27,WAS,Washington Union Station,2026-02-27T14:01:00Z,2026-02-27T14:04:00Z,2026-02-27T14:01:00Z,2026-02-27T14:04:00Z,2026-02-27T10:58:29Z
amtrak,NER,143,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T17:42:00Z,2026-02-27T17:40:00Z,2026-02-27T17:40:00Z,2026-02-27T17:40:00Z,2026-02-27T10:58:29Z
amtrak,NER,143,2026-02-27,WAS,Washington Union Station,2026-02-27T18:18:00Z,2026-02-27T18:17:00Z,2026-02-27T18:18:00Z,2026-02-27T18:17:00Z,2026-02-27T10:58:29Z
amtrak,NER,151,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T11:10:00Z,2026-02-27T11:17:00Z,2026-02-27T11:08:00Z,2026-02-27T11:17:00Z,2026-02-27T10:58:29Z
amtrak,NER,151,2026-02-27,WAS,Washington Union Station,2026-02-27T12:30:00Z,2026-02-27T11:53:00Z,2026-02-27T11:58:00Z,2026-02-27T11:53:00Z,2026-02-27T10:58:29Z
amtrak,NER,160,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T11:08:00Z,2026-02-27T11:06:00Z,2026-02-27T11:06:00Z,2026-02-27T11:06:00Z,2026-02-27T10:58:29Z
amtrak,NER,160,2026-02-27,WAS,Washington Union Station,2026-02-27T10:25:00Z,2026-02-27T10:27:00Z,2026-02-27T10:25:00Z,2026-02-27T10:27:00Z,2026-02-27T10:58:29Z
amtrak,NER,162,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T12:03:00Z,2026-02-27T12:01:00Z,2026-02-27T12:01:00Z,2026-02-27T12:01:00Z,2026-02-27T10:58:29Z
amtrak,NER,162,2026-02-27,WAS,Washington Union Station,2026-02-27T11:20:00Z,2026-02-27T11:20:00Z,2026-02-27T11:20:00Z,2026-02-27T11:20:00Z,2026-02-27T10:58:29Z
amtrak,NER,164,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T15:01:00Z,2026-02-27T14:59:00Z,2026-02-27T14:59:00Z,2026-02-27T14:59:00Z,2026-02-27T10:58:29Z
amtrak,NER,164,2026-02-27,WAS,Washington Union Station,2026-02-27T14:20:00Z,2026-02-27T13:18:00Z,2026-02-27T13:18:00Z,2026-02-27T13:18:00Z,2026-02-27T10:58:29Z
amtrak,NER,195,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T18:48:00Z,2026-02-27T18:44:00Z,2026-02-27T18:44:00Z,2026-02-27T18:44:00Z,2026-02-27T10:58:29Z
amtrak,NER,195,2026-02-27,WAS,Washington Union Station,2026-02-27T19:38:00Z,2026-02-27T19:33:00Z,2026-02-27T19:38:00Z,2026-02-27T19:33:00Z,2026-02-27T10:58:29Z
marc,11705,Train400,2026-02-27,11958,UNION STATION MARC Washington,2026-02-27T10:40:00Z,2026-02-27T10:40:00Z,NA,NA,2026-02-27T11:01:30Z
marc,11705,Train400,2026-02-27,12002,PENN STATION MARC nb,NA,NA,2026-02-27T11:45:12Z,2026-02-27T11:47:24Z,2026-02-27T11:01:30Z
marc,11705,Train407,2026-02-27,11980,PENN STATION MARC sb,2026-02-27T10:40:00Z,2026-02-27T10:40:00Z,NA,NA,2026-02-27T11:01:30Z
marc,11705,Train407,2026-02-27,11958,UNION STATION MARC Washington,NA,NA,2026-02-27T11:43:06Z,2026-02-27T11:45:12Z,2026-02-27T11:01:30Z
marc,11705,Train505,2026-02-27,11980,PENN STATION MARC sb,2026-02-27T10:14:59Z,2026-02-27T10:19:58Z,2026-02-27T10:14:35Z,2026-02-27T10:19:40Z,2026-02-27T11:01:30Z
marc,11705,Train505,2026-02-27,11958,UNION STATION MARC Washington,NA,NA,2026-02-27T11:16:07Z,2026-02-27T11:22:14Z,2026-02-27T11:01:30Z
marc,11705,Train511,2026-02-27,11980,PENN STATION MARC sb,2026-02-27T11:13:09Z,2026-02-27T11:13:18Z,2026-02-27T11:09:14Z,2026-02-27T11:09:23Z,2026-02-27T11:01:30Z
marc,11705,Train511,2026-02-27,11958,UNION STATION MARC Washington,NA,NA,2026-02-27T12:08:09Z,2026-02-27T12:08:18Z,2026-02-27T11:01:30Z
amtrak,NER,66,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T03:51:00Z,2026-02-27T03:51:00Z,2026-02-27T03:49:00Z,2026-02-27T03:49:00Z,2026-02-27T11:01:30Z
amtrak,NER,66,2026-02-27,WAS,Washington Union Station,2026-02-27T03:00:00Z,2026-02-27T03:03:00Z,2026-02-27T02:28:00Z,2026-02-27T02:31:00Z,2026-02-27T11:01:30Z
amtrak,NER,67,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T11:04:00Z,2026-02-27T11:14:00Z,2026-02-27T11:02:00Z,2026-02-27T11:14:00Z,2026-02-27T11:01:30Z
amtrak,NER,67,2026-02-27,WAS,Washington Union Station,2026-02-27T12:20:00Z,2026-02-27T11:57:00Z,2026-02-27T11:54:00Z,2026-02-27T11:57:00Z,2026-02-27T11:01:30Z
amtrak,NER,109,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T13:19:00Z,2026-02-27T13:19:00Z,2026-02-27T13:17:00Z,2026-02-27T13:19:00Z,2026-02-27T11:01:30Z
amtrak,NER,109,2026-02-27,WAS,Washington Union Station,2026-02-27T14:01:00Z,2026-02-27T14:03:00Z,2026-02-27T14:01:00Z,2026-02-27T14:03:00Z,2026-02-27T11:01:30Z
amtrak,NER,143,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T17:42:00Z,2026-02-27T17:40:00Z,2026-02-27T17:40:00Z,2026-02-27T17:40:00Z,2026-02-27T11:01:30Z
amtrak,NER,143,2026-02-27,WAS,Washington Union Station,2026-02-27T18:18:00Z,2026-02-27T18:17:00Z,2026-02-27T18:18:00Z,2026-02-27T18:17:00Z,2026-02-27T11:01:30Z
amtrak,NER,151,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T11:10:00Z,2026-02-27T11:20:00Z,2026-02-27T11:08:00Z,2026-02-27T11:20:00Z,2026-02-27T11:01:30Z
amtrak,NER,151,2026-02-27,WAS,Washington Union Station,2026-02-27T12:30:00Z,2026-02-27T11:58:00Z,2026-02-27T11:58:00Z,2026-02-27T11:58:00Z,2026-02-27T11:01:30Z
amtrak,NER,160,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T11:08:00Z,2026-02-27T11:06:00Z,2026-02-27T11:06:00Z,2026-02-27T11:06:00Z,2026-02-27T11:01:30Z
amtrak,NER,160,2026-02-27,WAS,Washington Union Station,2026-02-27T10:25:00Z,2026-02-27T10:27:00Z,2026-02-27T10:25:00Z,2026-02-27T10:27:00Z,2026-02-27T11:01:30Z
amtrak,NER,162,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T12:03:00Z,2026-02-27T12:01:00Z,2026-02-27T12:01:00Z,2026-02-27T12:01:00Z,2026-02-27T11:01:30Z
amtrak,NER,162,2026-02-27,WAS,Washington Union Station,2026-02-27T11:20:00Z,2026-02-27T11:20:00Z,2026-02-27T11:20:00Z,2026-02-27T11:20:00Z,2026-02-27T11:01:30Z
amtrak,NER,164,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T15:01:00Z,2026-02-27T14:59:00Z,2026-02-27T14:59:00Z,2026-02-27T14:59:00Z,2026-02-27T11:01:30Z
amtrak,NER,164,2026-02-27,WAS,Washington Union Station,2026-02-27T14:20:00Z,2026-02-27T13:18:00Z,2026-02-27T13:18:00Z,2026-02-27T13:18:00Z,2026-02-27T11:01:30Z
amtrak,NER,195,2026-02-27,BAL,Baltimore Penn Station,2026-02-27T18:48:00Z,2026-02-27T18:44:00Z,2026-02-27T18:44:00Z,2026-02-27T18:44:00Z,2026-02-27T11:01:30Z
amtrak,NER,195,2026-02-27,WAS,Washington Union Station,2026-02-27T19:38:00Z,2026-02-27T19:33:00Z,2026-02-27T19:38:00Z,2026-02-27T19:33:00Z,2026-02-27T11:01:30Z
